person_id,timestamp,message
1,2023-11-14T11:16:40+00:00,Sexy. You?
2,2023-11-14T11:19:44+00:00,Sames
1,2023-11-14T12:01:50+00:00,3
2,2023-11-14T12:15:39+00:00,Having a hard time thinking of a third word 🤔
2,2023-11-14T12:30:25+00:00,4
2,2023-11-14T12:31:24+00:00,"Goodnight, I love you 😘 can’t wait to be in your arms again"
2,2023-11-16T06:46:44+00:00,You free?
2,2023-11-16T06:49:05+00:00,Attachment: 83250B47-D086-449E-B1C9-74076B7F7BC4.heic
1,2023-11-16T07:38:53+00:00,I am now! Are you?
2,2023-11-16T08:47:04+00:00,Walking to dinner 😑
1,2023-11-16T08:55:47+00:00,Sitting in hours of traffic!
2,2023-11-16T08:56:00+00:00,Disliked “Sitting in hours of traffic!”
2,2023-11-16T09:26:22+00:00,Attachment: IMG_0750.HEIC
1,2023-11-16T09:58:27+00:00,Haha that’s fun
1,2023-11-16T09:58:52+00:00,The house is a little cold and dark and quiet and sad without Molly and I heard what I thought was a dog collar and looked up all excitedly like a dumb kid as if she would be here
1,2023-11-16T10:04:07+00:00,"I still need to try and think of a plan for the boat. I realized if I don’t leave my boat at the airport, I will get a ticket since I won’t be able to move it Thursday or Friday."
2,2023-11-16T10:25:12+00:00,"Aww that’s so sad about the collar 🥹 uninterrupted sleep as a possible positive though? And the boat, maybe you could park at a boat park or something? They could probably be more flexible with the keys and they usually have shuttles to/from the airport"
1,2023-11-16T10:27:50+00:00,When do you land Friday?
1,2023-11-16T10:28:08+00:00,My uncle said I can leave a boat there if helpful. I think I have a solution to leave my boat
2,2023-11-16T10:28:13+00:00,Land at 450PM
1,2023-11-16T10:28:55+00:00,Attachment: 72179453260__203E73F7-5E1C-4506-89C9-DB564F6991D3.HEIC
1,2023-11-16T10:29:04+00:00,I remembered there is a mechanical key inside the fob
1,2023-11-16T10:29:12+00:00,I’ll test it tonight
2,2023-11-16T10:30:38+00:00,Liked “I remembered there is a mechanical key inside the …”
2,2023-11-16T10:30:52+00:00,I thought you were worried about the alarm going off?
1,2023-11-16T10:31:23+00:00,Yeah that’s fine. I’ll test and intentionally not set it.
1,2023-11-16T10:31:36+00:00,Oh that’s not what I said Siri I said yeah that’s what I will test
1,2023-11-16T10:31:59+00:00,Attachment: 72179471566__B8062DD7-FFE0-4562-B95A-7273F2D427A9.HEIC
1,2023-11-16T10:32:29+00:00,Stewing down those lil tomatoes before they go bad for us to do something with Sunday.
2,2023-11-16T10:41:16+00:00,Laughed at “Oh that’s not what I said Siri I said yeah that’s …”. Loved “Stewing down those lil tomatoes before they go bad…”
2,2023-11-16T12:18:45+00:00,Attachment: IMG_1575.heic
1,2023-11-17T06:06:14+00:00,The hustle was necessary! Land
2,2023-11-17T06:10:51+00:00,Loved “The hustle was necessary! Land”
2,2023-11-17T06:11:27+00:00,😍
1,2023-11-17T07:20:12+00:00,"Thanks for ringing earlier, I think you said you had a 6 PM dinner. Ideas hungry, thirsty, and trying to resolve getting to the hotel for a few of us. Sorry if I was short while moving through the airport and garage!"
2,2023-11-17T07:20:39+00:00,"Loved “Thanks for ringing earlier, I think you said you h…”"
2,2023-11-17T07:21:18+00:00,You weren’t but I appreciate the appreciation ♥️
1,2023-11-17T07:38:37+00:00,Attachment: 72187070999__57DE63B8-E381-46E9-8821-60490B3D966D.HEIC
2,2023-11-17T07:39:20+00:00,Loved an image
2,2023-11-17T07:39:38+00:00,That’s the only one 😞 I didn’t have as much time as I thought
1,2023-11-17T07:45:13+00:00,"I wasn’t expecting it at all, sneaky!"
2,2023-11-17T07:45:37+00:00,🥰
1,2023-11-17T08:44:09+00:00,I forgot so many things!
2,2023-11-17T09:47:15+00:00,Disliked “I forgot so many things! ”
2,2023-11-17T09:47:21+00:00,What’d you forget?
1,2023-11-17T10:15:41+00:00,Razor. Lint roller. Lotion. Sunscreen. Hair gel. Enough socks
2,2023-11-17T10:17:52+00:00,Attachment: IMG_0785.HEIC. Sucking pig perhaps?
2,2023-11-17T12:35:16+00:00,Attachment: IMG_0793.mov. Ashen introduced us to a game called wordle. He has to guess what persona we’ve given him.
1,2023-11-17T12:52:34+00:00,Liked “Ashen introduced us to a game called press conferen…”
1,2023-11-17T12:52:47+00:00,Loved an image
1,2023-11-17T12:54:52+00:00,"Blade, in 5"
2,2023-11-17T12:55:06+00:00,"Liked “Blade, in 5 ”"
2,2023-11-17T13:15:00+00:00,Attachment: Screenshot 2023-11-16 at 11.14.48 PM.jpeg
1,2023-11-17T13:16:15+00:00,Wow
1,2023-11-17T13:16:53+00:00,Fp1 cancelled after a manhole/sewer cover wrecked Sainz’s boat and damaged ocon and zhou
1,2023-11-17T13:18:15+00:00,🤣
2,2023-11-17T13:20:56+00:00,Emphasized “Fp1 cancelled after a manhole/sewer cover wrecked …”. SPOILERS
2,2023-11-17T13:27:35+00:00,"Guessing you went to bed, love you!"
2,2023-11-18T06:31:54+00:00,I’m so bored on this flight
1,2023-11-18T06:36:24+00:00,Hello!
2,2023-11-18T06:37:37+00:00,Hello love
1,2023-11-18T06:37:54+00:00,Are you almost done? Was just going to find your flight info
1,2023-11-18T06:38:02+00:00,Walking back to room from the river boat tour
2,2023-11-18T06:38:32+00:00,I still have awhile.  We left like and hour and a half ago
2,2023-11-18T06:38:50+00:00,How was it? Was it the duck one?
1,2023-11-18T06:45:30+00:00,Can I send photos?
1,2023-11-18T06:45:37+00:00,Attachment: IMG_1216.HEIC. Just tried one
2,2023-11-18T06:47:18+00:00,No I won’t see the photo until I land 🥲
1,2023-11-18T06:49:15+00:00,"It was great, too much standing and I’m gonna lay down for a bit before team dinner at 8:30"
2,2023-11-18T06:49:34+00:00,"Loved “It was great, too much standing and I’m gonna lay …”"
1,2023-11-18T06:56:30+00:00,"I was on the parent boat, so mostly chatting with peeps about their experience"
2,2023-11-18T06:59:38+00:00,lol the parent boat
1,2023-11-18T07:02:26+00:00,Can’t wait to see if the boat is there
2,2023-11-18T07:02:38+00:00,Emphasized “Can’t wait to see if the boat is there”
1,2023-11-18T07:02:49+00:00,Do you have any q’s about finding it?
2,2023-11-18T07:02:51+00:00,Shouldn’t the app tell you where the boat is?
2,2023-11-18T07:03:19+00:00,No I think you did a good job with the pics and location 🫡
2,2023-11-18T07:03:37+00:00,Maybe that changes when I am actually looking for the boat
1,2023-11-18T07:05:45+00:00,Attachment: IMG_1218.PNG. Attachment: IMG_1219.PNG
1,2023-11-18T07:06:44+00:00,I forgot I can see the boat on the app lol. I was trying to find it by the AirTag but the batteries too low to update I think.
2,2023-11-18T07:07:07+00:00,Liked “I forgot I can see the boat on the app lol. I was t…”
